id,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
11,11,0.565583978770975,-1.7805995295417334,-1.6572876816612607,-1.5955213966613206,-1.2207913084138342,1.918671014872365,1.3471073344908493,-1.0328039140210543,-0.8109500713870357,0.26224659356826396,1
12,12,-0.19492954029666315,-1.7982891288889349,-1.676440302862294,-1.6152921939492846,-1.5234090258403188,2.046894680498562,1.3471073344908493,-1.0328039140210543,-0.6859252980259369,0.17130441929392712,1
13,13,1.2022929714787758,-2.01056432105535,-1.6189824392591947,-1.7734585722529954,-1.59906345519694,-0.6458022976515763,0.5702954539685631,-1.0328039140210543,-0.6859252980259369,1.070621476006815,1
14,14,-0.19492954029666315,-2.275908311263369,-2.1169505904860535,-2.089791328860417,-1.6368906698752506,0.6364343586103943,0.9032148313352572,-1.0328039140210543,-0.6859252980259369,1.5354370334089817,1
15,15,0.8485657533077775,-1.5152555393337142,-1.4274562272488645,-1.3978134237816822,-1.580149847857785,-0.6458022976515763,0.5148088910741141,-0.7018149640988159,-0.8109500713870357,-0.09141741749860205,1
16,16,1.892061046912218,-1.957495523013746,-2.1169505904860535,-2.4061240854678387,-1.7503723139101826,-0.3893549663991821,0.8477282684408082,-0.9500566765404949,-1.0609996181092332,-0.18235959177293887,1
17,17,1.5737065505583279,-1.7805995295417334,-2.0786453480839877,-2.1293329234363445,-3.4904241891124697,-0.3893549663991821,-0.31748955234262105,0.8428001355382962,-1.0609996181092332,0.8584230693666954,1
18,18,3.7137562204928507,-1.5683243373753182,-1.4849140908519636,-1.5955213966613206,-1.6368906698752506,-1.7998152882873497,-0.8723551812871112,-0.3432436016830578,-0.6859252980259369,-0.8492688697847433,0
19,19,1.8566883250951103,-1.6921515328057268,-1.5615245756560956,-1.6152921939492846,-1.4288409891445424,-0.7740259632777733,0.070916387918522,-1.0328039140210543,-1.0609996181092332,-0.13183616162052944,1
20,20,1.166920249661688,-1.7629099301945323,-1.8679665148726243,-1.8723125586928149,-1.6747178845535613,-0.9022496289039703,0.9587013942297062,-1.0052215015275345,-0.8109500713870357,0.009629442806216805,1
21,21,1.5560201896497738,-1.5329451386809156,-1.4466088484498978,-1.4571258156455735,-1.731458706571027,1.2775526867413796,0.6812685797574611,-0.922474264046975,-0.9359748447481344,1.9699385327197025,1
22,22,1.5913929114668819,-0.7899819660984624,-1.1784721516354348,-1.259417842765935,-1.164050486396368,-3.8513939383065026,-1.4827073731260503,1.477195622889253,-0.6859252980259369,-1.1726188227601637,0
23,23,1.2376656932958836,-1.3914283439033055,-1.2742352576406,-1.041939072598333,-0.6912103029174858,1.6622236836199709,1.0696745200186042,-1.0328039140210543,-0.5609005246648382,1.788054184171029,1
24,24,-0.10649773575391361,-0.2769835850296251,-0.7762671064137415,-1.0023974780224048,-0.44533340750846684,1.0211053554889855,0.9032148313352572,-1.0328039140210543,-0.43587575130373946,0.8685277553971771,1
25,25,-0.19492954029666315,-0.45387957850163785,-0.33575681878998165,-0.3499611675195981,0.06533399064872601,0.2517633617318032,0.6812685797574611,-1.0328039140210543,-0.43587575130373946,0.8483183833362133,1
26,26,1.0431157233018307,-0.18853558829361874,-0.3166041975889483,-0.23133638379181473,0.027506775970415554,-0.7740259632777733,0.12640295081297104,1.7806021603179714,-0.3108509779426407,-1.1726188227601637,1
27,27,-0.035752292119717984,-0.45387957850163785,-0.5464356520013446,-0.46858595124738084,-0.1616292974211374,1.2775526867413796,1.0696745200186042,-1.0328039140210543,-0.8109500713870357,-0.5966517190226962,1
28,28,0.6009567005880828,-0.8253611647928648,-0.699656621609609,-0.5476691403992366,-0.48316062218677797,-0.2611313007729851,0.23737607660186905,-0.3156611891895379,-0.6859252980259369,-0.7381173234494426,1
29,29,1.113861166936026,-0.6130859726264497,-0.5847408944034111,-0.5872107349751643,-0.5966422662217093,0.5082106929841973,0.18188951370742004,-0.8673094390599352,-0.6859252980259369,-0.04089398734619262,1
30,30,0.7955066705821359,-0.5777067739320466,-0.6038935156044438,-0.5872107349751643,-0.9370871983265048,-1.0304732945301673,-1.4827073731260503,1.091041847979975,-0.8109500713870357,-0.7583266955104063,0
31,31,0.8662521142163314,-0.8961195621816697,-0.699656621609609,-0.5674399376872001,-0.9749144130048152,-0.9022496289039703,-0.3729761152370701,1.091041847979975,-0.43587575130373946,1.343447998829826,1
32,32,1.0431157233018307,-0.5600171745848457,-0.35490943999101426,-0.40927355938348914,-0.3129381561343799,-0.004683969520590933,-0.3729761152370701,-0.7293973765923358,-0.8109500713870357,-0.13183616162052944,0
33,33,1.2022929714787758,-0.8961195621816697,-0.9869459396251045,-0.9628558834464772,-1.2964457377704555,-3.8513939383065026,-1.0943014328649072,-0.23291395170897836,-0.8109500713870357,-0.05099867337667429,0
34,34,1.9097474078207923,-0.8430507641400657,-0.8911828336199393,-0.9430850861585137,-0.9749144130048152,1.0211053554889855,1.0696745200186042,0.1532398232002997,-0.43587575130373946,1.3636573708907893,1
35,35,0.6009567005880828,-0.8607403634872672,-0.6421987580065097,-0.7058355187029469,-0.6533830882391753,1.1493290211151825,0.6812685797574611,-1.0328039140210543,-0.6859252980259369,-0.7583266955104063,1
36,36,1.6798247160096313,-1.4444971419449093,-1.312540500042666,-1.1605638563261158,-2.0719036386758223,-0.5175786320253791,0.7367551426519101,-1.0328039140210543,-0.6859252980259369,0.6664340347875394,0
37,37,0.1411113169657811,-0.6130859726264497,-0.488977788398246,-0.42904435667145324,-0.5020742295259328,-0.3893549663991821,0.6812685797574611,-1.0328039140210543,-0.8109500713870357,-0.3440345682606492,1
38,38,1.4499020241984704,-0.9314987608760721,-1.101861666831303,-0.864001897006658,-0.6722966955783309,-1.0304732945301673,-1.7601401875982954,1.5875252728633327,-1.0609996181092332,0.4946543722693474,0
39,39,1.6798247160096313,-1.0553259563064814,-1.1784721516354348,-1.4571258156455735,-1.0316552350222812,-0.9022496289039703,-1.8156267504927444,1.5047780353827729,-0.5609005246648382,-1.0008391602419715,0
40,40,0.9369975578505271,-0.7899819660984624,-0.8911828336199393,-0.9826266807344414,-0.6722966955783309,-0.3893549663991821,0.7922417055463592,-1.0328039140210543,-0.6859252980259369,0.7068527789094672,1
41,41,0.6186430614966367,-0.5246379758904433,-0.4315199247951468,-0.5081275458233084,-0.27511094145606946,0.7646580242365915,0.4038357652852161,-0.39840842667009757,-0.8109500713870357,0.7876902671533222,1
42,42,0.38872036968547585,-0.9138091615288712,-0.8720302124189067,-0.9628558834464772,-0.6533830882391753,-0.9022496289039703,-1.6491670618093974,0.09807499821325993,-1.0609996181092332,-0.2834064520777577,0
43,43,-0.08881137484535967,-0.8784299628344687,-0.5847408944034111,-0.5476691403992366,-0.5020742295259328,0.12353969610560613,0.6812685797574611,-1.0328039140210543,-0.9359748447481344,-0.10152210352908372,1
44,44,0.28260220423419247,-1.3206699465145006,-1.1976247728364682,-1.041939072598333,-0.6912103029174858,1.0211053554889855,0.7922417055463592,-1.0328039140210543,-0.5609005246648382,1.2525058245554892,1
45,45,0.6717021442222785,-1.8159787282361357,-1.6189824392591947,-1.69437538310114,-1.7125450992318718,-1.2869206257825616,-1.8156267504927444,1.3944483854086938,-0.8109500713870357,0.5552824884522388,1
46,46,0.5832703396795289,-1.5683243373753182,-1.6189824392591947,-1.4571258156455735,-1.1073096643789024,1.1493290211151825,0.8477282684408082,-1.0328039140210543,-1.0609996181092332,1.1716683363116336,1
47,47,0.7955066705821359,-1.0199467576120784,-1.5040667120529962,-1.575750599373357,-1.5612362405186295,-0.3893549663991821,0.7367551426519101,-0.7569797890858557,-1.0609996181092332,-1.1220953926077544,1
48,48,0.5125248960453332,-0.8430507641400657,-0.9103354548209727,-0.9233142888705497,-0.27511094145606946,1.6622236836199709,0.9032148313352572,-0.9500566765404949,-0.8109500713870357,-1.5060734617660658,1
49,49,0.565583978770975,-0.8961195621816697,-0.8528775912178734,-0.9035434915825855,-0.5399014442042434,-0.9022496289039703,-0.31748955234262105,-0.4259908391636173,-0.6859252980259369,-0.5360236028398049,0
50,50,1.7682565205523808,-1.3383595458617015,-1.5232193332540296,-1.4571258156455735,-1.5234090258403188,-1.2869206257825616,-1.9820864391760915,1.5875252728633327,-1.0609996181092332,-1.2130375668820912,1
51,51,1.9097474078207923,-1.6213931354169222,-1.5998298180581618,-1.8525417614048507,-2.24212610472822,-0.3893549663991821,-1.4827073731260503,1.477195622889253,-1.0609996181092332,1.3636573708907893,0
52,52,0.47715217422822537,-0.719223568709657,-0.9103354548209727,-0.7849187078548028,-0.3696789781518459,1.7904473492461679,0.6812685797574611,-0.9500566765404949,-0.43587575130373946,-1.2029328808516093,1
53,53,1.0608020842103845,-1.409117943250507,-1.312540500042666,-1.2198762481900074,-0.7857783396132623,1.4057763523675768,0.9587013942297062,-1.0328039140210543,-0.43587575130373946,-0.2834064520777577,1
54,54,0.9193111969419732,-0.6838443700152546,-0.737961864011675,-0.6069815322631277,-0.7668647322741073,-0.7740259632777733,-0.2620029894481721,0.6497232480836572,-0.8109500713870357,-0.13183616162052944,0
55,55,0.5125248960453332,-1.0199467576120784,-1.1210142880323357,-1.022168275310369,-0.7857783396132623,-0.7740259632777733,0.6812685797574611,-1.0328039140210543,-0.5609005246648382,1.788054184171029,1
56,56,0.565583978770975,-0.8961195621816697,-0.8145723488158074,-0.7849187078548028,-0.294024548795225,1.6622236836199709,0.8477282684408082,-1.0328039140210543,-0.8109500713870357,-1.1726188227601637,1
57,57,-0.2833613448394127,-0.9668779595704752,-0.5847408944034111,-0.6069815322631277,-1.0505688423614366,0.5082106929841973,0.23737607660186905,-0.5914853141247365,-0.5609005246648382,-0.8088501256628157,0
58,58,1.2022929714787758,-0.08239799221041147,-0.4506725459961794,-0.46858595124738084,-0.6533830882391753,-0.3893549663991821,-0.31748955234262105,1.1186242604734948,-0.8109500713870357,0.26224659356826396,1
59,59,0.1411113169657811,-0.18853558829361874,-0.3932146823930809,-0.6069815322631277,-0.1616292974211374,0.5082106929841973,0.34834920239076705,-0.5914853141247365,-0.8109500713870357,0.5552824884522388,1
60,60,-0.053438653028271915,-0.701533969362456,-0.661351379207543,-0.36973196480756154,-0.5020742295259328,1.1493290211151825,0.23737607660186905,-1.0328039140210543,-0.8109500713870357,0.3228747097511554,1
61,61,0.7955066705821359,-0.8961195621816697,-0.699656621609609,-0.4488151539594174,-0.294024548795225,1.2775526867413796,0.6812685797574611,-1.0328039140210543,-0.8109500713870357,0.6664340347875394,1
62,62,1.2022929714787758,-1.4444971419449093,-1.5423719544550625,-1.7141461803891038,-1.9962492093192012,0.2517633617318032,0.4038357652852161,-0.39840842667009757,-0.43587575130373946,-0.46529080062643174,1
63,63,0.7247612269479402,-1.0199467576120784,-1.1210142880323357,-1.041939072598333,-0.5777286588825544,1.6622236836199709,0.8477282684408082,-1.0328039140210543,-0.8109500713870357,-0.5764423469617322,1
64,64,0.7601339487650279,-0.8961195621816697,-0.8528775912178734,-0.7453771132788752,-0.9370871983265048,-0.7740259632777733,-0.20651642655372304,0.9531297855123758,-0.43587575130373946,0.33297939578163743,0
65,65,1.0254293623932766,-0.8430507641400657,-0.8337249700168401,-1.022168275310369,-0.48316062218677797,-1.6715916226611527,-1.2052745586538052,-0.7569797890858557,-0.6859252980259369,0.7876902671533222,0
66,66,1.6090792723754357,-2.134391516485759,-2.1361032116870864,-2.4061240854678387,-2.355607748763152,-2.440933616418335,1.0696745200186042,-1.0052215015275345,-1.0609996181092332,0.272351279598746,1
67,67,1.1846066105702218,-1.409117943250507,-1.580677196857129,-1.4966674102215014,-1.4855818111620085,-2.9538282789231234,0.6812685797574611,-1.0328039140210543,-0.8109500713870357,0.5653871744827205,1
68,68,0.10573859514869335,-1.409117943250507,-1.1401669092333688,-0.9826266807344414,-0.5777286588825544,1.918671014872365,1.0696745200186042,-1.0328039140210543,-0.8109500713870357,0.11067630311103566,1
69,69,0.2472294824170846,-1.5152555393337142,-1.5232193332540296,-1.041939072598333,-0.7290375175957963,1.0211053554889855,-1.3717342473371523,1.5875252728633327,-0.5609005246648382,0.31277002372067336,0
70,70,0.17648403878288899,-0.22391478698802117,-0.7571144852127082,-0.6267523295510918,-0.18054290476029297,-1.2869206257825616,-1.5936804989149485,1.946096635279091,-0.9359748447481344,0.7068527789094672,0
71,71,1.379156580564275,-0.9668779595704752,-1.063556424429237,-1.041939072598333,-2.185385282710754,-0.9022496289039703,-1.8156267504927444,2.0012614602661305,-1.0609996181092332,-1.4555500316136565,0
72,72,0.35334764786838807,-0.20622518764082026,-0.4123673035941135,-0.6069815322631277,-0.10488847540367205,0.12353969610560613,0.23737607660186905,-0.09500188924137903,-0.43587575130373946,-0.5360236028398049,0
73,73,0.8662521142163314,-0.5953963732792481,-0.5464356520013446,-0.31041957294366984,-0.1616292974211374,0.8928816898627885,0.6812685797574611,-0.6466501391117763,-1.0609996181092332,-1.3039797411564282,1
74,74,0.6186430614966367,-0.011639594821606007,-0.12507798557861796,-0.5872107349751643,-0.3129381561343799,0.2517633617318032,-0.8168686183926622,1.063459435486455,-0.43587575130373946,0.3026653376901917,1
75,75,-0.2833613448394127,-0.5777067739320466,-0.4506725459961794,-0.3499611675195981,-0.10488847540367205,1.0211053554889855,0.6257820168630122,-0.8948918515534551,-0.8109500713870357,0.42392157005597425,1
76,76,-0.19492954029666315,-0.04701879351600843,-0.14423060677965127,-0.13248239735199546,-0.06706126072536092,0.6364343586103943,0.6812685797574611,-0.012254651760819376,-0.8109500713870357,0.626015290665612,1
77,77,0.07036587333158549,-0.20622518764082026,-0.12507798557861796,0.025683980951715528,0.12207481266619202,0.8928816898627885,0.6812685797574611,-0.9500566765404949,-0.43587575130373946,-0.18235959177293887,1
78,78,0.07036587333158549,-0.25929398568242423,-0.16338322798068391,0.04545477823967896,0.4436061374318319,0.3799870273580002,0.6812685797574611,-0.15016671422841868,-0.43587575130373946,0.9493652436410323,1
79,79,-0.018065931211164055,0.09449800126160125,0.2579744384420427,0.40132912942302845,0.27338367137943387,0.6364343586103943,0.5148088910741141,-0.9500566765404949,-0.6859252980259369,0.4340262560864563,1
80,80,-0.3894795102907162,0.21832519669201067,-0.5847408944034111,-0.6267523295510918,-1.2775321304313003,-0.6458022976515763,0.8477282684408082,-0.9776390890340145,-0.8109500713870357,-0.6471751491751055,1
81,81,0.565583978770975,0.023739603872796413,0.16221133243687755,0.22339195383135407,0.311210886057745,0.12353969610560613,0.2928626394963181,-0.7018149640988159,-0.3108509779426407,0.26224659356826396,1
82,82,1.0961748060274723,0.21832519669201067,0.2771270596430753,0.3617875348471009,0.34903810073605546,0.8928816898627885,0.4593223281796651,-0.5914853141247365,-1.0609996181092332,-0.32382519619968514,1
83,83,-0.4602249539249118,-0.011639594821606007,0.18136395363791016,0.16407956196746237,0.2922972787185894,-0.132907635146788,0.6812685797574611,-0.9776390890340145,-0.8109500713870357,0.26224659356826396,1
84,84,-0.5132840366505536,-0.383121181112833,-0.18253584918171722,-0.1522531946399596,-0.6533830882391753,0.5082106929841973,0.23737607660186905,-0.7293973765923358,-0.43587575130373946,-1.2130375668820912,1
85,85,-0.9731294202728552,0.306773193428017,0.21966919603997678,0.3222459402711733,0.4436061374318319,0.5082106929841973,0.4038357652852161,0.18082223569381972,-0.18582620458154198,-0.46529080062643174,1
86,86,-0.10649773575391361,0.1475667993032052,0.16221133243687755,0.2431627511193175,0.34903810073605546,1.0211053554889855,0.5148088910741141,0.5945584230966177,-0.43587575130373946,-0.46529080062643174,1
87,87,-0.10649773575391361,0.2537043953864131,0.3537375444472079,0.3024751429832092,0.027506775970415554,-1.0304732945301673,0.6812685797574611,-0.922474264046975,-0.8109500713870357,-0.5865470329922143,1
88,88,-0.24798862302230484,0.1298771999560043,0.3728901656482405,0.40132912942302845,0.40577892275352145,0.5082106929841973,0.4593223281796651,-0.5914853141247365,-0.43587575130373946,-0.434976742534986,1
89,89,0.565583978770975,-0.22391478698802117,-0.16338322798068391,0.14430876467949824,0.2922972787185894,0.6364343586103943,0.34834920239076705,-0.4535732516571372,-0.43587575130373946,1.0807261620372968,1
90,90,-0.619402202101857,0.1475667993032052,0.16221133243687755,0.22339195383135407,0.2166428493619685,1.1493290211151825,0.6812685797574611,-0.9500566765404949,-0.6859252980259369,-0.2227783358948663,1
91,91,0.17648403878288899,0.32446279277521795,0.1047534688337783,0.025683980951715528,0.2922972787185894,0.6364343586103943,0.2928626394963181,0.291151885667899,-0.8109500713870357,-1.3039797411564282,1
92,92,-0.08881137484535967,0.32446279277521795,0.028142984029646434,-0.03362841091217618,0.4625197447709868,0.8928816898627885,0.2928626394963181,-0.7018149640988159,-0.43587575130373946,1.0099933598239237,1
93,93,0.4240930915025837,-0.011639594821606007,-0.010162258372420178,0.005913183663751391,-0.010320438707895575,1.0211053554889855,0.6812685797574611,-0.8397270265664153,-0.9359748447481344,0.6765387208180214,1
94,94,0.2472294824170846,-0.02932919416880753,0.18136395363791016,0.005913183663751391,-0.12380208274282695,1.2775526867413796,0.5148088910741141,-0.9776390890340145,-0.3108509779426407,0.626015290665612,1
95,95,-0.3894795102907162,0.07680840191440036,0.08560084763274499,0.2827043456952458,0.40577892275352145,1.1493290211151825,0.23737607660186905,-0.7569797890858557,1.4394958491127414,1.2525058245554892,1
96,96,-0.7785794502788022,0.32446279277521795,0.5261111352565049,0.6188078995906312,0.500346959449298,0.6364343586103943,0.5702954539685631,-0.9500566765404949,-0.06080143122044325,-0.9907344742114897,0
97,97,-0.8846976157301056,0.48366918690002975,0.5069585140554723,0.6385786968785946,0.7083966401800058,1.4057763523675768,0.5148088910741141,-0.7845622015793756,1.4394958491127414,-0.2834064520777577,1
98,98,-0.3894795102907162,0.32446279277521795,0.16221133243687755,0.025683980951715528,0.6138286034842293,0.2517633617318032,0.5148088910741141,-0.3708260141765777,-0.18582620458154198,-0.7179079513884788,1
99,99,0.28260220423419247,-0.08239799221041147,-0.10592536437758535,0.1245379673915348,0.14098842000534692,-0.132907635146788,0.2928626394963181,0.042910173226220275,2.314669262640433,-0.061103359407156325,1
100,100,0.6186430614966367,0.09449800126160125,0.3537375444472079,0.6385786968785946,-0.1427156900819825,-0.5175786320253791,0.5148088910741141,-0.9500566765404949,-0.43587575130373946,-0.3642439403216129,1
101,101,-0.10649773575391361,0.3952211901640234,0.5261111352565049,0.4210999267109926,0.5192605667884528,0.6364343586103943,0.4038357652852161,-0.4259908391636173,-0.43587575130373946,0.22182784944633654,1
102,102,0.565583978770975,0.5721171836360361,0.3537375444472079,0.22339195383135407,0.311210886057745,0.5082106929841973,0.4038357652852161,-0.06741947674785916,-0.9359748447481344,-1.2130375668820912,1
103,103,-0.035752292119717984,0.6782547797192434,0.5452637564575382,0.5199539131508119,0.5570877814667633,0.3799870273580002,0.12640295081297104,-0.4535732516571372,-0.43587575130373946,0.31277002372067336,1
104,104,0.38872036968547585,0.5721171836360361,0.487805892854439,0.3024751429832092,0.5192605667884528,0.5082106929841973,0.4038357652852161,0.042910173226220275,0.8143719823072478,0.26224659356826396,0
105,105,-0.9377566984557675,0.4482899882056267,0.5644163776585709,0.4210999267109926,0.8218782842149378,0.6364343586103943,0.34834920239076705,-0.5914853141247365,1.1894463023905442,0.19151379135489083,1
106,106,-0.831638533004464,0.2890835940808155,0.7367899684678686,0.599037102302667,0.8975327135715587,0.8928816898627885,0.6812685797574611,-0.922474264046975,-0.43587575130373946,1.2525058245554892,1
107,107,-0.5840294802847692,0.6782547797192434,0.5644163776585709,0.40132912942302845,0.4246925300926763,0.2517633617318032,0.4593223281796651,-0.4259908391636173,1.5645206224738402,-0.6774892072665513,1
108,108,-0.831638533004464,0.8551507731912561,0.7750952108699345,0.5001831158628478,0.8597054988932482,-0.132907635146788,0.6812685797574611,-0.8673094390599352,1.689545395834939,0.6664340347875394,1
109,109,-0.3894795102907162,0.21832519669201067,0.29627968084410866,0.44087072399895605,0.8218782842149378,-0.3893549663991821,0.23737607660186905,0.20840464818733948,-0.5609005246648382,-0.9503157300895622,1
110,110,-0.619402202101857,0.7490131771080488,0.7942478320709678,0.9153698589100889,0.8786191062324038,0.8928816898627885,0.7367551426519101,-0.4811556641506571,0.31427288886285293,-0.04089398734619262,1
111,111,-0.4779113148334657,0.7490131771080488,0.9091635592771656,0.8165158724702697,0.9164463209107143,0.5082106929841973,0.4593223281796651,-0.39840842667009757,2.0646197159182353,-0.30361582413872146,1
112,112,-0.6724612848275188,0.4129107895112243,0.2771270596430753,0.34201673755913675,0.311210886057745,0.6364343586103943,0.4593223281796651,-0.23291395170897836,-0.8109500713870357,-0.7381173234494426,1
113,113,-0.3894795102907162,-0.02932919416880753,0.008990362828613128,0.04545477823967896,0.5570877814667633,-0.004683969520590933,0.4038357652852161,-0.4535732516571372,-0.43587575130373946,-1.0008391602419715,1
114,114,-0.6724612848275188,0.4129107895112243,0.5261111352565049,0.6188078995906312,0.7273102475191613,0.2517633617318032,0.6257820168630122,-0.8673094390599352,-0.18582620458154198,-0.61686109108366,1
115,115,-0.9377566984557675,0.8197715744968537,0.890010938076133,0.9351406561980524,0.8407918915540927,-0.132907635146788,0.4038357652852161,-0.20533153921545846,1.4394958491127414,-1.2736656830649826,1
116,116,-0.8493248939130179,0.5898067829832371,0.3537375444472079,0.40132912942302845,0.40577892275352145,0.8928816898627885,0.6812685797574611,-0.6742325516052962,-1.0609996181092332,0.7068527789094672,1
117,117,-0.24798862302230484,-0.10008759155761238,-0.04846750077448611,0.04545477823967896,0.34903810073605546,0.8928816898627885,0.2928626394963181,-0.7018149640988159,-0.3108509779426407,1.788054184171029,1
118,118,-0.4425385930163579,0.32446279277521795,0.29627968084410866,0.22339195383135407,-0.2183701194386034,-0.004683969520590933,0.2928626394963181,0.1532398232002997,-0.8109500713870357,1.0099933598239237,0
119,119,-0.018065931211164055,0.16525639865040673,0.29627968084410866,0.22339195383135407,0.027506775970415554,-1.1586969601563644,-0.6504089297093152,0.704888073070697,0.18924811550175422,0.7876902671533222,0
120,120,-1.0085021420899631,0.8551507731912561,0.7942478320709678,0.8362866697582332,0.7273102475191613,0.3799870273580002,0.7922417055463592,0.042910173226220275,0.31427288886285293,0.1510950472329634,1
121,121,-1.203052112084016,0.8197715744968537,0.7942478320709678,0.9153698589100889,0.8597054988932482,0.2517633617318032,0.4593223281796651,-0.3156611891895379,1.4394958491127414,-0.7381173234494426,1
122,122,-1.3622293602609612,0.5013587862472306,0.660179483663736,0.6583494941665587,0.6705694255016953,0.8928816898627885,0.6812685797574611,-0.7018149640988159,0.31427288886285293,-0.606756405053178,1
123,123,-0.7255203675531605,0.8020819751496522,0.6027216200606375,0.8165158724702697,0.6705694255016953,0.8928816898627885,0.6812685797574611,-0.6466501391117763,1.5645206224738402,-0.6774892072665513,1
124,124,-0.4779113148334657,0.6074963823304386,0.487805892854439,0.4210999267109926,0.5381741741276084,0.12353969610560613,0.5148088910741141,-0.06741947674785916,1.0644215290294454,-0.7684313815408883,1
125,125,-0.2833613448394127,0.006050004525594889,0.18136395363791016,0.20362115654338994,0.2355564567011234,0.2517633617318032,0.34834920239076705,-0.9500566765404949,-0.43587575130373946,-0.788640753601852,1
126,126,-0.19492954029666315,0.271393994733614,0.3537375444472079,0.44087072399895605,0.500346959449298,-0.004683969520590933,0.6812685797574611,-0.5914853141247365,-0.3108509779426407,1.7678448121100647,1
127,127,-0.8493248939130179,0.8197715744968537,0.7942478320709678,0.7967450751823055,0.8597054988932482,-0.132907635146788,0.23737607660186905,-0.012254651760819376,-0.3108509779426407,-0.13183616162052944,1
128,128,-0.3894795102907162,0.7667027764552498,0.7559425896689012,0.8362866697582332,0.9731871429281803,0.8928816898627885,0.7367551426519101,-0.7018149640988159,1.1894463023905442,0.07025755898910827,1
129,129,-0.7255203675531605,0.6605651803720425,0.9474688016792315,0.8165158724702697,0.7273102475191613,0.2517633617318032,-0.31748955234262105,-0.12258430173489893,1.5645206224738402,-0.6572798352055874,1
130,130,-0.42485223210780393,0.9259091705800616,0.9091635592771656,0.8165158724702697,0.9353599282498691,-0.132907635146788,0.6812685797574611,-1.0052215015275345,1.1894463023905442,0.4340262560864563,1
131,131,-0.8670112548215517,0.8905299718856585,0.8134004532720004,0.7769742778943421,0.8786191062324038,-0.004683969520590933,-0.04005673787037601,1.477195622889253,0.18924811550175422,-0.0004752432242648655,0
132,132,-0.2126159012052171,0.8728403725384577,0.9283161804781989,0.7769742778943421,0.4246925300926763,-0.132907635146788,0.6257820168630122,-0.4535732516571372,-1.0609996181092332,-0.26319708001679404,1
133,133,-0.9377566984557675,1.1735635614408793,1.1773002560916286,1.152619426365655,0.8786191062324038,-0.9022496289039703,-0.4284626781315191,1.725437335330932,1.5645206224738402,-0.253092393986312,1
134,134,-1.3622293602609612,0.8197715744968537,0.9283161804781989,1.0142238453499082,0.04642038330957045,-0.6458022976515763,-0.9278417441815602,1.0358770229929353,-0.43587575130373946,-1.2130375668820912,0
135,135,-0.7608930893702683,1.0497363660104697,1.196452877292661,1.0339946426378717,1.0299279649456456,0.5082106929841973,0.6812685797574611,-0.8673094390599352,1.4394958491127414,-0.8492688697847433,1
136,136,-1.238424833901104,0.9966675679688665,1.0432319076843968,1.0735362372138,1.0488415722848012,0.8928816898627885,0.6812685797574611,-0.3432436016830578,1.1894463023905442,0.46434031417790167,1
137,137,-0.9023839766386595,1.0320467666632696,0.9666214228802649,0.9549114534860166,0.9164463209107143,-0.3893549663991821,0.18188951370742004,0.897964960525336,1.4394958491127414,-0.5461282888702869,1
138,138,-1.238424833901104,1.0497363660104697,1.0815371500864632,1.291015007381402,0.9921007502673352,0.2517633617318032,0.070916387918522,0.704888073070697,1.4394958491127414,-0.6471751491751055,1
