PC1,PC2,PC3,PC4,PC5,rainfall
-2.5530684,0.98536956,0.32817486,0.2411217,-0.6897157,1.0
-1.6526141,1.2063776,0.36960232,-0.6924612,0.2215406,1.0
-1.7175701,-1.3970156,-0.47116703,-0.42359692,0.02658243,0.0
-1.7624904,1.3393899,-0.4540709,-0.17732011,-0.4358852,1.0
-2.7527115,1.8122846,0.7328352,-0.18076594,0.5851608,1.0
-2.9823008,-2.6716297,0.3460237,0.07077986,0.7315468,1.0
-3.6286438,1.6861868,0.45713782,-0.3928611,0.6759412,1.0
-3.182262,0.41287962,-1.5729448,0.56401616,-0.4045086,1.0
-1.9178978,2.0487037,-2.0250084,-0.2551496,0.7634116,1.0
-1.8456515,-0.2882742,-0.71527386,0.2877019,-0.49538663,0.0
-2.6907551,-3.0930674,-1.4360651,0.03725792,0.5617883,1.0
-3.8879557,-2.2821975,0.8668613,-0.41641232,1.1998671,0.0
-1.7384074,2.0256517,-1.6463356,-0.120797746,1.0500649,1.0
-2.9614294,1.8642797,-0.84154725,0.20127021,0.90382296,1.0
-1.6978521,-0.7797181,-0.33499578,-0.07296984,-0.26248148,0.0
-2.7726734,0.8148937,1.451027,0.32107276,-0.78238696,1.0
-1.9374876,2.086074,-1.69942,-0.34271613,0.7322696,1.0
-1.5742757,0.925536,-1.0685574,0.075402774,0.3672655,0.0
-1.2982435,-0.8029341,0.04361296,-0.48598734,-0.019368822,1.0
-1.3082907,1.2141924,0.2136005,-0.61114925,-0.043422822,1.0
-1.640052,1.6443752,-0.10448481,-0.6683734,0.4920518,1.0
-2.1255512,1.9160033,0.12800662,-0.642996,0.42124486,1.0
-3.5503824,0.27403882,-0.9109378,0.7632934,0.65712816,1.0
-2.4952483,2.00764,-1.1705365,-0.31290135,0.862721,1.0
-1.8028817,-0.8808984,0.18924025,0.21194734,0.040405773,0.0
-2.1747124,-1.0348456,0.640702,0.15249768,-0.85881436,0.0
-5.183007,-0.62257236,-0.19924109,1.6383244,-1.6637627,1.0
-3.6945505,-0.72249395,0.34694803,1.4448619,-2.2428222,1.0
-2.5606368,2.4061124,-0.51660335,-0.46236393,1.0553076,1.0
-1.9255513,-0.9855712,-0.01049314,-0.74729395,2.191098,0.0
-0.71935225,-2.2715824,0.68162054,-0.78199536,0.04455915,0.0
-2.1954372,-3.0176215,-1.6410062,-0.11963969,0.78596056,0.0
-0.94796544,0.615191,-0.70866024,-0.03608022,-0.016146244,0.0
-1.5089606,1.4066876,-1.747145,-0.475084,0.038958922,1.0
-0.6643908,-0.5675561,0.1680198,-0.64021873,0.7098146,1.0
-1.2933222,1.8789666,0.032937303,-0.679773,0.20219058,1.0
-0.72724944,1.3163385,0.3347573,-0.79401964,-0.042973015,1.0
-0.69075716,1.9136208,-0.43636203,-0.35295743,0.004907504,1.0
-0.60893166,1.3692011,0.74240935,-0.5132709,-0.182486,1.0
-0.31942335,1.8094819,0.1935423,-0.78600574,-0.40430897,1.0
-1.417363,0.9049849,-0.8328902,0.35179588,-1.0900666,1.0
-0.42517614,1.1912616,0.12950112,-0.28150302,-0.46771803,1.0
-0.56532145,1.5039307,-0.70106095,-1.0889072,-0.30250674,1.0
-0.35286054,1.5451596,0.091038,-0.4961267,-1.0122153,1.0
-0.6596733,1.1641811,-1.3537167,0.014649434,0.11286962,1.0
0.71450657,1.2179799,-0.43935853,-0.37451205,0.04566681,1.0
0.22318566,1.1677539,-0.61263335,-0.70679003,0.4317869,1.0
-0.18782605,0.9225926,-0.6313999,-0.031541836,-1.74505,1.0
0.19512257,1.5426725,-0.5377007,-0.4702991,-0.31284901,1.0
-0.8400522,1.3744618,0.81396466,-0.65537655,0.02190232,1.0
-0.12567331,2.1863375,-0.47472054,-0.78684336,-0.017213648,1.0
0.05180815,0.83761495,-1.4851698,-0.70406985,0.010046869,1.0
-0.33395484,1.7318857,0.77844805,-0.83240366,0.07662445,1.0
-1.0377688,1.8867047,0.25884467,-0.9868119,-0.1095599,1.0
-0.7486679,2.0396976,0.33449298,-0.5873546,0.33209077,1.0
0.34700683,2.0532172,1.4110329,0.5488936,0.9837204,1.0
0.78051805,1.9755452,-0.9634455,-0.14056651,-0.2925947,0.0
1.353546,2.4594553,-0.022451345,0.5986058,0.8683934,1.0
0.33786836,1.3444318,-0.7290786,-0.11067996,-0.32639685,1.0
0.45782822,0.79838014,0.42678368,2.0415184,0.64412993,1.0
-0.35958883,1.0310003,-0.43061164,0.03559077,-1.2025628,1.0
0.29762706,1.5545143,0.0987794,-0.7389943,-0.24335481,1.0
0.052843533,1.0130872,-1.4240721,-0.78999645,-0.4019037,1.0
0.47202876,1.2849313,0.23746736,-0.7796297,-0.41429713,1.0
0.6081523,1.2510734,0.40007183,0.2990731,0.23727384,0.0
1.2518058,1.8861526,0.47836846,0.5270258,0.33201417,1.0
0.50810754,2.387554,1.104886,-1.0304849,-0.34675103,1.0
1.3370868,1.5137515,-0.26029506,1.2042334,0.18530591,1.0
1.4871565,1.9260575,1.1253936,1.1549875,-0.37576336,1.0
0.69724774,0.5787752,-0.90499926,-0.37295133,-0.7734415,1.0
1.3073219,2.1614325,0.049282227,-0.29592958,-0.09966165,1.0
1.9320161,1.8276095,0.21811004,1.2613536,0.38691518,1.0
0.37766454,1.4156785,-0.881937,-0.81815815,-0.25660124,1.0
0.08636857,1.1215956,-1.0439802,-0.122502975,-0.50611633,1.0
0.7777803,1.8157308,-0.5859275,-0.21525559,-0.66837627,1.0
2.1688788,1.3133667,-0.7332323,1.1016778,-0.25288287,1.0
0.15305427,2.057721,0.43073845,-1.3470405,-0.42117134,1.0
-0.587401,1.7857766,1.5486622,-0.81406647,0.2117319,1.0
-0.18321168,0.7581766,0.86055475,-0.8747482,-0.49844742,0.0
0.3111578,-0.6805162,1.0176742,0.11384944,-0.49966517,0.0
1.4789951,1.692948,0.33002928,-0.17680703,-0.33459026,1.0
2.099965,1.6750741,-0.2526482,0.8901474,0.008811418,1.0
1.2959553,2.2295346,-0.48169625,-0.08570247,0.014873045,1.0
1.6388849,2.2065089,-0.30897692,0.9260747,0.4120987,1.0
1.2198641,1.2580931,-0.44028544,0.82758844,-0.015234984,1.0
-0.068667494,1.4431661,-0.88011223,-0.20457572,-0.4605681,1.0
-0.0877063,1.5929434,1.6640857,-0.5740572,-0.7757057,1.0
1.3689181,1.049317,-0.007916799,-0.590541,-0.7732513,1.0
1.4259825,2.317462,0.3172203,0.43585742,0.16654976,1.0
2.0078657,1.0111872,-0.14668551,0.818689,0.40529287,1.0
1.4338938,1.944181,0.7870457,0.73093253,-0.7074008,1.0
1.9064169,0.21840346,0.27722803,-0.49019152,0.00922108,0.0
0.6629446,1.2991889,-0.37101716,-0.97002155,-1.3275154,1.0
2.9456587,-0.47282046,0.49937987,0.7666059,-0.0911328,1.0
1.9270735,-0.62183475,-0.9002162,-0.62650466,-0.43665534,0.0
2.177899,2.236154,-0.412052,0.82335013,-0.18887052,1.0
2.0997324,2.301675,0.8017028,0.17439532,0.1882204,1.0
2.460269,0.54150856,0.05426516,0.8353279,-0.122504056,1.0
2.7942543,0.9964031,-0.071024954,0.52872056,0.2767332,1.0
2.353784,0.35619047,1.776805,0.22748017,0.3040975,1.0
2.714305,1.2374691,-0.096857324,0.37050772,0.8550637,1.0
3.1800952,-1.2240393,-0.46132284,0.5360338,0.46698272,0.0
3.1061168,-2.1303127,0.53789395,0.195991,0.7102531,0.0
2.3699348,-0.9770699,-0.28465095,0.9515735,0.18166628,0.0
1.9665946,1.165586,-0.69035757,-1.09149,-0.14190517,1.0
3.2301242,-0.8376891,-0.3503484,0.45049304,0.42623737,0.0
1.3020533,1.589373,3.293268,-0.7410537,-0.7951279,1.0
3.364361,-1.914369,-0.53573406,0.2975828,0.5180358,0.0
3.0812695,-0.39327368,-0.6940596,0.70628756,0.28643093,0.0
1.5948843,-1.2269495,-0.62022,-1.5285171,-0.12198684,0.0
3.7170603,-1.8801091,0.2934801,0.16358967,1.0489875,0.0
3.3831131,-2.1849382,-0.11584166,0.034321476,0.50182325,1.0
2.429413,1.0843716,0.8621261,0.5616465,-0.2097116,1.0
3.5998304,-1.8014661,0.13392225,0.17292166,0.9489246,0.0
2.4105978,-1.2728194,2.5766208,-0.03591115,0.5881703,0.0
2.530511,0.57176924,-0.81743497,0.82911515,0.0993035,1.0
2.6811194,0.1754212,0.40074837,0.9443191,0.026625572,1.0
1.9162554,1.77101,-0.5188743,-0.71626264,-1.7475019,1.0
2.2221532,1.0413132,0.5635476,0.8163389,-0.012288823,1.0
1.97604,0.6206951,-0.8569546,-0.6182158,0.20440432,1.0
2.551057,1.6902494,-0.25361598,0.69298583,0.15145183,1.0
2.4721472,-0.010165026,-0.42362052,-0.5796451,0.38388652,0.0
2.155396,2.144493,1.1958662,0.5535208,-0.33500668,1.0
2.44722,0.8454799,-0.18836765,0.93199563,-0.22640808,1.0
2.6279738,0.80039144,-0.15038106,0.7048245,0.14829631,1.0
2.42879,0.102955334,1.5722101,0.23047172,0.05819274,1.0
3.0931187,-0.40451676,-0.023950627,0.5637297,0.211462,1.0
1.932795,1.6971105,-1.0919458,-0.35224664,0.24665928,1.0
2.208398,2.0191026,0.8296572,0.82790846,-0.018828148,1.0
2.85914,2.3993616,-0.59422857,0.6178321,0.20855865,1.0
1.7887111,2.52526,0.2904497,0.776163,0.34942254,1.0
2.3702886,1.9224808,1.1646918,0.7215848,-0.6523105,1.0
2.7343943,1.946833,-0.7576825,0.5989195,0.48780158,1.0
3.358342,-1.1901146,-0.13345407,0.50136536,0.65846896,1.0
1.3419724,2.1458414,0.9712026,-0.9541217,-0.7017027,1.0
2.493084,-0.98730654,0.1587488,0.2344199,0.5715749,0.0
2.581897,0.45272523,1.460685,0.39289066,-0.058490407,0.0
2.013923,2.7014933,0.8060481,0.44680366,0.32696322,1.0
2.5433178,1.0575051,0.08044415,0.82577115,0.02677776,1.0
1.9215487,1.7133297,-0.30055392,0.79975235,-0.3933032,1.0
1.7240456,1.8209064,0.864701,0.6173842,-0.72780365,1.0
1.4912102,2.078814,0.123603046,0.64316154,-0.32924435,1.0
1.9127821,1.3422505,-0.1577866,0.47067294,-0.05947997,1.0
1.8475337,1.7830765,-0.20997325,1.3547964,-0.6882461,1.0
2.2902696,0.9047729,0.030755283,0.9357368,-0.23068994,1.0
2.240425,1.6018972,-0.43928698,1.1045729,-0.27737737,1.0
2.9437234,0.08282638,-0.49006537,0.8429138,-0.21499199,1.0
2.05391,1.8283695,0.25308028,0.6390124,0.14518557,1.0
2.0917387,1.7670487,-0.32794294,0.7014875,0.30376315,1.0
2.456584,1.5108112,-0.22840045,0.62586206,-0.035667542,0.0
2.8997293,-0.21969138,0.27276528,0.26049265,0.53746176,1.0
2.834467,0.10713997,-0.43442327,0.71741503,0.037248146,1.0
2.346306,1.5316496,0.37969488,0.7032505,-0.7790683,1.0
3.4160292,-1.5461961,0.21956167,0.2239418,0.62846255,0.0
3.018762,-0.06432208,-0.83701795,-0.298952,0.469058,1.0
3.588894,-1.6792171,-0.5647951,0.9908558,0.7303543,0.0
2.5816865,-1.0957884,-0.59705836,-1.904296,-0.45382655,0.0
3.082008,-0.57849926,-0.19529364,0.3319026,0.8081628,1.0
2.8746004,-0.75989205,0.87963474,0.34440622,-0.16241485,0.0
3.097272,0.81552994,-0.580088,0.95458364,-0.31187695,0.0
3.8532884,-1.2755734,0.33810157,0.17836438,0.9196184,1.0
2.7827706,0.48930815,0.9945865,0.49989995,0.20014429,1.0
2.6396477,-1.1332968,-0.5464561,0.4264337,0.9478729,0.0
2.069566,1.2399791,-0.58504844,0.81192636,-0.32456335,1.0
2.3815203,1.0603242,-0.21114437,0.35130438,0.103313014,1.0
1.8302417,1.8666984,-0.5794485,1.2318516,-0.538857,1.0
1.5910554,2.18624,-0.9298662,0.43664727,0.20135328,1.0
2.400336,0.98838127,-0.20875975,0.93866265,-0.4327242,1.0
2.1299686,2.4479125,-0.040489446,0.6368324,0.31855285,1.0
2.7043958,1.4467003,-0.5798916,1.5001972,0.17033465,1.0
1.7670902,1.7313353,0.27687588,0.728446,-0.38872793,1.0
2.7227156,1.0768855,0.6600142,0.88041687,-0.036198013,1.0
1.5730555,1.8768953,0.35203353,0.58422375,-0.16167657,1.0
2.1130958,1.6841149,0.6311126,1.4941044,0.51242125,1.0
3.5306737,-1.3772479,0.22485319,1.2982318,0.6467954,0.0
1.9156681,1.6739448,0.73824126,0.7791755,-0.24855484,1.0
2.8757153,-1.2571769,0.8961458,0.32196388,0.3526841,0.0
1.3408765,0.5164197,-0.54194474,-0.0071717063,-1.1742389,1.0
2.073758,1.5971477,0.70290256,0.83308935,-0.30076587,1.0
2.45667,-0.07464465,-0.39113438,1.2695231,-0.3415778,1.0
1.860558,1.6663678,0.31675684,0.9126266,0.10613432,0.0
2.2215397,2.3764327,-0.46143243,0.694481,0.17623474,1.0
1.5925009,2.5394187,0.09081225,0.8422413,0.54129094,1.0
1.7112526,2.1736414,-0.22215423,1.1065817,-0.07694126,1.0
2.8553827,0.1675451,-0.7299012,1.0789561,0.2465417,1.0
1.6850317,1.1599479,-0.8792284,0.9210457,0.6949,1.0
1.4371215,-1.2543087,-0.5379413,-0.8846219,-0.26278147,0.0
0.8478693,1.2890927,-0.84886307,-0.7043704,-1.135548,1.0
2.219829,1.1101552,-0.5893378,0.9198171,0.2828372,1.0
1.8071158,1.8885782,0.47856304,0.36718124,0.85546833,1.0
1.9037226,2.1204367,-0.56142575,1.1515708,-0.04634402,1.0
1.5963225,-1.2906315,-0.64002335,-0.9805128,-0.34259397,0.0
1.7632071,-0.34021944,0.92018163,-1.1773255,0.5036791,0.0
1.1243868,-0.6575236,-0.89451385,-1.0635599,-0.91848457,1.0
0.44077215,2.0574853,-1.2039986,-0.831446,-0.41897187,1.0
0.38781795,1.303539,0.124341585,-0.60370815,-0.14317685,1.0
1.5065235,-1.1006855,1.3078265,-1.1236349,-0.45673522,0.0
2.0813508,-0.07588799,-0.725782,1.3472416,-0.29757237,0.0
1.4271847,1.4849889,1.1828364,0.63014233,-0.07319086,1.0
1.5981238,1.8206624,-0.6095548,-0.41331232,0.013647082,1.0
0.565355,-0.13529113,-0.3314958,-0.5233659,-0.29855594,0.0
1.5652375,-1.1104025,1.5708872,-0.7888744,0.17667383,0.0
1.1489546,1.8306952,0.48625082,1.1660732,-0.40591952,1.0
1.1200558,-0.79776126,-0.3461073,-0.9137369,-0.13787308,0.0
1.1334902,1.239153,-1.1072075,-0.023793248,-0.5162403,0.0
1.9374819,1.8309902,0.8346215,0.634401,0.38491717,0.0
1.8314056,-0.34948698,-0.72450376,-0.90490854,-0.37639898,0.0
2.266095,0.88013977,-0.15974209,0.008540587,0.09317168,1.0
1.7326037,1.3553263,-0.45999146,1.4800078,-0.6775296,0.0
1.9979613,1.8086388,0.39845225,0.5401735,-0.46552166,1.0
2.792959,-1.1222475,-0.54619455,0.57995206,0.7824039,0.0
0.80845284,-0.054428034,-1.1076167,-0.8905261,-1.3239094,1.0
1.1102781,1.07336,-1.0319487,-1.2641481,-0.55586416,1.0
1.4170007,-1.4636687,-0.50256366,-0.78945917,-0.39379147,0.0
1.3565211,0.75471604,-0.40632108,-1.0204642,-1.8116531,1.0
1.8919225,-0.043659557,-0.87715155,-1.2341967,-0.9995346,1.0
0.7847877,0.47418356,2.3760755,-1.0843977,-0.5627808,1.0
0.92467064,2.2496626,0.35181224,-1.1528245,-0.2532259,1.0
0.779312,0.7004328,0.38865423,-0.608835,-0.5646653,1.0
-0.1212825,1.1492507,1.3295447,-1.3677254,-0.8146607,1.0
0.6657515,-0.6453045,-0.34902856,-0.3724326,-0.45517796,1.0
0.5589886,2.0824242,0.51189756,-0.4671536,0.124685496,1.0
0.68969333,1.3977435,0.68578154,-1.3463737,-0.62059516,1.0
0.80059403,-1.3136278,0.23258846,-0.58126944,-0.3961175,1.0
-0.05232347,0.63656855,1.1493188,-0.8891442,-0.4056096,0.0
1.6447715,-0.73445266,-0.4007702,0.5580268,0.10157421,0.0
-0.38642865,1.3956004,1.440782,-0.61966467,-0.42846337,1.0
0.9199466,0.10784009,0.5219987,0.58956385,0.46082288,0.0
-0.33400166,-2.7632995,1.7944806,-1.0138524,0.841937,0.0
0.082997106,-0.41324204,1.3069369,-0.9139362,0.25520188,1.0
-0.38842893,2.4227421,2.6127126,-1.2568227,-0.29403394,1.0
0.09854192,2.0260744,3.1097877,-0.36040664,0.4468072,1.0
0.30805877,-1.7004921,0.36072195,-0.7966503,0.47519705,0.0
-0.6689032,1.1975482,-1.0970992,-0.55487096,0.3507874,1.0
-1.3985157,2.4592204,2.4106865,-1.3517133,-0.26827404,1.0
-0.8654338,-0.32712075,-0.05704675,-0.18219255,-0.15823914,0.0
0.47394052,0.7717337,-0.71037865,-0.4551113,-0.13557187,1.0
-1.7290268,1.7496337,-0.5363952,-0.6999215,-0.07238699,1.0
-0.3746635,0.32296643,1.2954738,-0.40773395,-0.16195056,0.0
-0.05334868,-0.4836745,-0.46368176,0.115398526,-1.4636256,0.0
0.08477444,-0.85524213,0.5504409,-0.74520206,-0.20195834,0.0
0.7290246,-1.6172613,-0.9915118,-0.87103367,-0.080763794,1.0
0.39331758,-0.29381594,-1.1673269,-0.33801496,0.07502753,1.0
-0.65841866,1.0844195,-1.3399584,-0.45049986,-0.64593494,1.0
-0.061377816,1.3864689,-1.2717102,-0.016962744,-0.78086704,1.0
-0.6307229,-0.4085867,0.26446956,-0.12617813,-0.24994345,1.0
-0.66596466,-1.9245825,0.60252357,-0.85617733,-0.7863361,1.0
-0.34360513,0.55834603,0.0068179946,-0.36856318,-0.7730975,1.0
-0.86321646,0.37216035,-0.7802394,0.13103221,-0.6153076,1.0
0.23716757,-1.5247068,-0.43061763,-0.30570415,-0.31589356,0.0
-1.0632312,0.22721523,-0.12260302,-0.034581587,-1.0729235,1.0
-0.15388617,1.1290432,-0.9208118,-0.67621624,-0.6113611,1.0
-0.32132834,0.8714982,-1.0869683,-0.018496543,-0.63409007,1.0
-0.02147979,0.3891629,1.317861,-0.9711893,-0.33346725,1.0
0.29685944,0.08595309,0.40254915,-0.32110265,-0.72090364,1.0
0.38326186,-1.1937963,-0.59181803,-0.7383249,0.005695518,0.0
-0.7229349,1.4631388,0.21815272,-0.30678466,-0.30505598,1.0
-1.1455826,1.7810152,-1.455341,-0.28095528,0.22383839,1.0
0.14394592,1.4999847,-0.39276063,-0.82537913,-0.013282912,1.0
-0.6352659,2.3158333,1.3915571,-1.323616,-0.1811048,1.0
0.53004014,0.4995788,-0.64445764,-0.78659695,0.10551204,1.0
0.52537954,0.2771502,-0.7092909,-0.3512659,-0.17590785,1.0
0.12676519,1.622925,-1.4903344,-0.4696647,-0.5708784,1.0
-0.250964,1.1270558,-1.4524552,-0.6908255,0.42216247,0.0
-0.26530093,2.0095341,-1.6102858,-0.77860016,-0.004443228,1.0
-0.387295,1.0772765,-0.8214074,0.08256647,-0.6860237,1.0
0.35336354,1.4705021,-1.27538,-0.17806637,-0.5030974,1.0
-0.1151567,1.6983554,-0.8656261,-0.2707596,-0.44931448,1.0
-0.42715427,1.6887462,-0.85336494,-0.8810518,0.10287036,1.0
0.60933304,-1.8812337,-1.2440237,-0.4997232,-0.06690655,0.0
-1.7569243,1.303133,1.9049127,-0.3478497,-0.4747707,0.0
-1.7388425,1.2223927,-0.5412822,-0.38989344,0.55427235,1.0
-1.9636484,-1.2472161,1.3317913,0.5216282,-0.8488232,0.0
-1.9609449,0.8849992,-1.2076145,0.29070708,0.45227194,1.0
-3.0574846,-0.16625941,1.3812426,-0.037894648,-1.0038639,1.0
-1.7890723,1.7234915,-1.2090486,-0.4513879,0.71645004,1.0
-1.7802447,0.9927362,-0.23481812,-0.16464756,0.5565294,1.0
-0.88881314,2.0846405,-0.67649126,-0.80305815,-0.020373255,1.0
-1.798338,2.2522802,1.1800582,-0.6543372,0.43089646,1.0
-2.1574004,1.7311964,0.3056653,-0.49081355,0.26660982,1.0
-1.51518,-1.484708,1.3246924,-0.5306823,0.76431054,1.0
-1.1217498,-1.6832236,0.65408844,-0.46805406,0.2314554,1.0
-2.886851,0.51280403,1.090364,0.42909524,-0.40778062,1.0
-1.461888,1.0094255,-0.33378598,-0.33653995,-0.059327878,1.0
-2.443106,-0.33046842,-1.2776965,-0.7858421,1.3597841,0.0
-2.1026244,1.9290944,-0.30491674,-0.29042286,0.72801596,1.0
-1.3271213,-1.2273906,-1.2062253,-0.45682144,-0.092812166,0.0
-1.7738101,1.5753608,-1.3686283,0.138564,-0.14241667,1.0
-1.7951512,-1.8844833,1.3497509,0.2534813,-0.8811614,0.0
-3.6214395,0.64215636,-0.2866138,0.33248615,-0.93116724,1.0
-2.893595,-2.5846977,1.7176058,-0.64835936,0.5646664,0.0
-3.1239178,0.69553256,-0.31948575,0.50660795,-0.5184451,1.0
-3.895081,-2.7370348,1.3469148,-0.38886318,0.92756706,0.0
-4.944639,0.01757439,-0.557967,0.8647504,-0.33783707,1.0
-4.280969,0.68289393,-0.12864791,0.10572071,0.74831796,1.0
-1.3383812,0.009669402,0.65380687,-0.21232742,-0.17134568,0.0
-2.5578432,-1.0988075,1.2212927,0.38178018,-1.0985425,0.0
-2.1155138,-1.3170208,-0.6081466,0.10863077,-0.05279697,0.0
-3.5838068,-1.5509424,1.0102507,0.25426418,0.6438857,0.0
-1.8534529,0.4823543,-0.35313717,-0.28600848,-0.4882645,1.0
-2.62956,0.9583298,-0.51106435,0.2587342,-0.3280509,1.0
-2.1526406,0.65186816,-0.14724886,-0.6987178,0.64994925,1.0
-3.2819014,-1.8565944,0.8271839,-0.10801695,0.40789276,0.0
-3.2741435,0.52006793,0.26571542,0.49539837,-0.325309,0.0
-4.273405,0.16260451,0.62086815,0.7915267,0.13439153,0.0
-2.5431416,1.1286604,0.011858053,-0.56401503,0.10511432,1.0
-4.429493,1.0050079,-0.08060509,0.050139017,0.6043494,1.0
-3.9379187,0.19049203,-0.69079024,0.6811664,-0.4673016,0.0
-3.0189583,1.2142375,-1.583231,0.030195491,1.0464468,0.0
-3.330017,0.8103142,0.24495736,0.33303788,0.28914946,1.0
-2.4104052,-1.1501753,-0.55501974,0.10183062,0.42093796,1.0
-3.4798899,0.90762484,-1.1454924,0.39354414,0.11227038,0.0
-2.9526803,1.3299345,-0.4848965,-0.05740198,0.42562023,0.0
-2.0943549,0.85178995,0.490847,-0.1755029,-1.1922753,0.0
-2.0890014,0.98524535,0.016348531,0.12944593,-0.041777838,1.0
-2.1056957,-0.011220096,-1.0764418,0.14923586,-0.13589387,0.0
-2.9985566,0.021536658,0.094426006,0.6219809,-0.52400756,0.0
-2.0136979,0.2835168,-1.0866649,-0.29039016,0.18108578,1.0
-3.3367677,0.56257486,0.21229362,0.94284403,-0.71897054,1.0
-2.1265612,-2.0695074,-1.0081426,-0.23760818,0.41190955,1.0
-2.3078892,2.3369765,-1.1937386,-0.40991762,0.9220917,1.0
-2.7974913,1.9301989,-0.053341135,-0.21572848,0.8946264,1.0
-2.1144066,2.500797,0.90653485,-0.57093954,0.78124243,1.0
-1.7298298,2.120069,0.66394025,-0.67958766,0.48932174,1.0
-3.6903608,0.7707464,0.3633681,0.8727549,-0.77375853,1.0
-2.3284183,2.1684744,1.5047748,-0.681831,0.87670904,1.0
-3.0690126,1.9975249,-0.8029868,-0.09713837,0.863019,1.0
-2.1393313,2.4646502,0.9698455,-0.7780604,0.82470024,1.0
-3.1560729,-0.20679888,0.4782461,0.6232422,-0.37760672,1.0
-5.071664,0.6445426,2.9927216,-0.44107434,0.4607589,1.0
-4.8482795,-1.6969678,0.17266127,1.1511008,0.82060224,0.0
-4.1372623,1.772127,-1.327076,0.65944636,1.0953889,1.0
-4.0558877,1.6894077,-0.11784714,0.27476066,1.1218864,1.0
-4.98377,-0.28034413,0.10614436,0.40146035,0.5428915,0.0
-4.674242,1.748898,-0.19312067,0.099982955,0.88707906,1.0
-4.540501,-0.935674,0.17109062,2.0439887,-1.7515966,1.0
-4.770784,-0.25145242,0.31919613,1.0701956,-0.16078123,1.0
-4.771089,0.49029028,-0.32323244,1.1039748,-0.33388785,1.0
-5.1624165,0.29591593,1.1000582,0.76299256,-1.157796,0.0
-3.494909,2.4474435,-0.065858886,-0.24128608,1.2437557,1.0
-3.8430889,-3.2522955,-0.87615013,1.7866774,-1.664643,0.0
-4.304869,0.5746746,-0.8994837,0.20283458,1.4590689,1.0
-3.1148934,-4.0262356,-0.792862,-0.25947496,1.1358955,0.0
-4.62444,0.2960206,-0.7826868,0.713938,-0.16668637,1.0
-6.7673063,-0.27384067,-1.4004072,1.7731065,0.031344656,1.0
-5.331227,-5.663784,0.85341597,1.2469409,-0.81712013,0.0
-3.53063,1.6140219,-0.5237758,-0.26332095,0.6416044,1.0
-3.3096342,1.5738267,-0.56618387,0.08524645,0.6329051,1.0
-2.103088,-2.8018785,-0.9465557,0.5712842,-0.56148976,0.0
